Cluster,Size,Price,Rating,Installs
0,30925357.14285714,0.33621428571428574,4.377857142857143,11917691.507142857
1,43142500.0,0.23455,4.156000000000001,4072989.1
2,16284692.307692308,0.13431623931623932,4.0256410256410255,1129533.3632478632
3,19680011.153321642,1.072594973699591,4.209244106760179,16061372.301675433
