App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
0.7412159976319779,-2.0018177785028937,-0.1868506422480764,-0.15164949325115606,54,-0.1817526815884402,1,-0.0644129773892579,1,9,561,118,15
-0.8157461508237137,-2.0018177785028937,-0.5872235041805305,-0.15137348923521543,28,-0.17598944346291887,1,-0.0644129773892579,1,12,481,1018,15
1.3501963438531603,-2.0018177785028937,1.0142679435492883,-0.12181134127537507,367,-0.12306174639180446,1,-0.0644129773892579,1,9,116,464,15
1.052177036286832,-2.0018177785028937,0.6138950816168335,-0.07804215986629306,100,0.40621522431933954,1,-0.0644129773892579,4,9,824,2765,18
0.7627855494461874,-2.0018177785028937,0.2135222196843785,-0.15137348923521543,63,-0.18069412764701792,1,-0.0644129773892579,1,11,756,277,20
0.7110186250920845,-2.0018177785028937,0.41370865065060686,-0.15164676053812695,221,-0.1812822131700303,1,-0.0644129773892579,1,9,900,113,8
1.0712301403893838,-2.0018177785028937,-0.7874099351467579,-0.15164300305771192,54,-0.1812822131700303,1,-0.0644129773892579,1,9,75,277,15
0.17142033720660932,-2.0018177785028937,-0.1868506422480764,-0.1391282021517499,116,-0.17010858823279504,1,-0.0644129773892579,1,9,725,2391,18
-0.03492837514932858,-2.0018177785028937,0.41370865065060686,-0.14699295024954365,144,-0.17010858823279504,1,-0.0644129773892579,1,9,1316,1455,10
0.24799224614705315,-2.0018177785028937,1.0142679435492883,-0.15166247363804436,119,-0.1817526815884402,1,-0.0644129773892579,1,11,669,1429,15
1.233720764056429,-2.0018177785028937,0.41370865065060686,-0.14696254881709475,112,-0.17010858823279504,1,-0.0644129773892579,1,9,1239,201,17
0.5833987768580114,-2.0018177785028937,0.41370865065060686,-0.1487019206601266,23,-0.17010858823279504,1,-0.0644129773892579,1,9,680,159,13
1.2135891823631666,-2.0018177785028937,0.01333578871815194,-0.13639070687483368,71,-0.06425319409056623,1,-0.0644129773892579,4,9,46,1822,17
0.4043714968000723,-2.0018177785028937,0.81408151258306,-0.15022609135211565,75,-0.18069412764701792,1,-0.0644129773892579,1,9,782,201,20
-1.7403609385928291,-2.0018177785028937,0.41370865065060686,-0.15118527362533513,159,-0.18069412764701792,1,-0.0644129773892579,1,9,193,455,8
0.3116224239989713,-2.0018177785028937,-1.988528520944121,-0.15168501852053456,62,-0.18181149014074144,1,-0.0644129773892579,1,9,817,2765,18
0.7404970125715042,-2.0018177785028937,1.0142679435492883,-0.1504631542073914,220,-0.17598944346291887,1,-0.0644129773892579,1,9,680,1584,17
-1.74251789377425,-2.0018177785028937,0.6138950816168335,-0.15169458301613647,44,-0.1817526815884402,1,-0.0644129773892579,1,9,1166,113,8
-0.13594577614587658,-2.0018177785028937,0.2135222196843785,-0.08536173171477832,163,-0.12306174639180446,1,-0.0644129773892579,1,9,193,1225,15
1.6550460094939885,-2.0018177785028937,0.81408151258306,-0.07505154704505504,137,-0.06425319409056623,1,-0.0644129773892579,1,9,675,2304,17
0.349369139673838,-2.0018177785028937,-0.387037073214303,-0.151550090814722,28,-0.18069412764701792,1,-0.0644129773892579,1,9,50,1898,17
-1.1335375475530676,-2.0018177785028937,-0.1868506422480764,-0.15148040663247955,23,-0.18069412764701792,1,-0.0644129773892579,1,9,878,277,15
1.161462765478827,-2.0018177785028937,1.0142679435492883,-0.14907391122121494,167,-0.17598944346291887,1,-0.0644129773892579,2,9,590,1228,15
0.43205242162830787,-2.0018177785028937,0.0,-0.15168296898576272,309,-0.18069412764701792,1,-0.0644129773892579,1,10,941,118,17
0.049192876926088605,-2.0018177785028937,1.0142679435492883,-0.15166349840543028,87,-0.1812822131700303,1,-0.0644129773892579,1,9,695,306,17
0.08082821958692926,-2.0018177785028937,1.214454374515515,-0.15163822080991096,264,-0.1817526815884402,1,-0.0644129773892579,1,9,72,642,10
-0.8179031060051347,-2.0018177785028937,1.0142679435492883,-0.14478321017637533,100,-0.17598944346291887,1,-0.0644129773892579,1,11,1185,229,15
-1.4941085553806037,-2.0018177785028937,-0.1868506422480764,-0.15163446332949593,265,-0.18069412764701792,1,-0.0644129773892579,1,9,882,259,15
0.7246793412410839,-2.0018177785028937,-0.5872235041805305,-0.15165734980111478,171,-0.1817526815884402,1,-0.0644129773892579,1,9,590,2361,8
-0.3739298311626551,-2.0018177785028937,-0.1868506422480764,-0.15162763154692316,167,-0.18069412764701792,1,-0.0644129773892579,1,9,165,113,8
0.757393161492635,-2.0018177785028937,0.01333578871815194,-0.1513212260985336,410,-0.18069412764701792,1,-0.0644129773892579,1,9,590,2467,15
-1.4667871230826048,-2.0018177785028937,-0.1868506422480764,-0.1516262651904086,217,-0.1812822131700303,1,-0.0644129773892579,1,9,1050,424,8
-1.4926705852596562,-2.0018177785028937,0.6138950816168335,-0.14998390465991032,19,-0.18069412764701792,1,-0.0644129773892579,1,9,619,1236,13
-0.3742893236928919,-2.0018177785028937,0.01333578871815194,-0.15135709295704075,19,-0.18069412764701792,1,-0.0644129773892579,1,9,557,280,17
0.14553687502955787,-2.0018177785028937,1.0142679435492883,-0.15158322496020002,167,-0.1817526815884402,1,-0.0644129773892579,4,9,78,689,17
0.13223565141079532,-2.0018177785028937,-0.7874099351467579,-0.15151114965405713,410,-0.18069412764701792,1,-0.0644129773892579,1,9,586,1091,17
1.3581051795183705,-2.0018177785028937,1.0142679435492883,-0.14892156246984176,94,-0.17598944346291887,1,-0.0644129773892579,1,11,156,234,20
-0.13271034337374515,-2.0018177785028937,-0.1868506422480764,-0.13918832183839044,461,-0.12306174639180446,1,-0.0644129773892579,1,9,597,2765,9
0.6948414612314273,-2.0018177785028937,1.0142679435492883,-0.15164983484028471,19,-0.1817526815884402,1,-0.0644129773892579,1,9,1145,532,15
0.12935971116890072,-2.0018177785028937,-0.387037073214303,-0.15150192674758384,412,-0.17598944346291887,1,-0.0644129773892579,1,9,923,110,13
-0.5198837984388063,-2.0018177785028937,0.01333578871815194,-0.15166383999455893,33,-0.1817526815884402,1,-0.0644129773892579,1,9,628,1026,15
0.978121575058046,-2.0018177785028937,0.6138950816168335,-0.15164368623596922,16,-0.18069412764701792,1,-0.0644129773892579,1,9,46,113,15
1.2344397491169026,-2.0018177785028937,0.41370865065060686,-0.050859521776554825,461,-0.06425319409056623,1,-0.0644129773892579,1,9,675,2765,32
0.7085021773804268,-2.0018177785028937,-0.7874099351467579,-0.1509502603048312,3,-0.18069412764701792,1,-0.0644129773892579,1,11,29,636,17
